BP,Lake_Gölhisar ,z_score,,BP,Sofular_cave ,z_score,,BP,Eski_Acıgöl,z_score,,BP,Dim_cave,z_score,,BP,Karaca_cave,z_score,,BP,Lake_Van,z_score,,BP,Jeita_cave,z_score,,BP,Lake_Hula,z_score,,BP,Jerusalem_West_cave,z_score,,BP,Soreq_cave,z_score,,BP,KunaBa_cave,z_score,,BP,Lake_Zeribar,z_score,,BP,Lake_Mirabad,z_score,,BP,Gol_e_Zard_cave,z_score,,BP,Hoti_cave,z_score,,BP,Qunf_cave,z_score
,,,,3972,-8.19,0.7968078656,,,,,,,,,,,,,,,,,,6127,-5.59,-0.1990894868,,,,,,,,,,,,,,3332,-6.71,0.045415367,,,,,,,,,,,,,,8054,-4.35,1.0245910665,,4304,-0.94,1.2088496215
,,,,3975,-8.16,0.8197611481,,,,,,,,,,,,,,,,,,6131,-5.08,0.8064678092,,,,,,,,,,,,,,3335,-6.71,0.045415367,,,,,,,,,,,,,,8055,-4.79,0.1623725533,,4306,-1.07,0.9227801483
,,,,3978,-8.09,0.8733188072,,,,,,,,,,,,,,,,,,6135,-5.4,0.175529898,,,,,,,,,,,,,,3338,-6.71,0.045415367,,,,,,,,,,,,,,8055,-4.49,0.7502488123,,4309,-1.01,1.0548122129
,,,,3980,-8.19,0.7968078656,,,,,,,,,,,,,,,,,,6138,-5.36,0.2543971369,,,,,,,,,,,,,,3341,-6.7,0.0747635388,,,,,,,,,,,,,,8056,-4.88,-0.0139903244,,4311,-1.23,0.5706946429
,,,,3983,-8.23,0.766203489,,,,,,,,,,,,,,,,,,6142,-5.05,0.8656182384,,,,,,,,,,,,,,3344,-6.7,0.0747635388,,,,,,,,,,,,,,8056,-4.89,-0.0335861997,,4314,-1.12,0.8127534279
,,,,3986,-8.28,0.7279480182,,,,,,,,,,,,,,,,,,6146,-5.42,0.1360962785,,,,,,,,,,,,,,3347,-6.73,-0.0132809764,,,,,,,,,,,,,,8057,-4.57,0.5934818099,,4318,-1.07,0.9227801483
,,,,3989,-8.34,0.6820414532,,,,,,,,,,,,,,,,,,6150,-5.37,0.2346803271,,,,,,,,,,,,,,3350,-6.76,-0.1013254917,,,,,,,,,,,,,,8058,-4.48,0.7698446876,,4321,-1.18,0.6807213633
,,,,3992,-8.41,0.6284837941,,,,,,,,,,,,,,,,,,6154,-5.4,0.175529898,,,,,,,,,,,,,,3353,-6.8,-0.2187181786,,,,,,,,,,,,,,8058,-5.06,-0.3667160798,,4324,-1.07,0.9227801483
,,,,3995,-8.42,0.6208326999,,,,,,,,,,,,,,,,,,6157,-5.56,-0.1399390576,,,,,,,,,,,,,,3356,-6.8,-0.2187181786,,,,,,,,,,,,,,8059,-5.21,-0.6606542093,,4327,-1.19,0.6587160192
,,,,3998,-8.21,0.7815056773,,,,,,,,,,,,,,,,,,6161,-5.5,-0.0216381993,,,,,,,,,,,,,,3359,-6.75,-0.0719773199,,,,,,,,,,,,,,8060,-5.09,-0.4255037057,,4330,-1.29,0.4386625783
,,,,4001,-8.21,0.7815056773,,,,,,,,,,,,,,,,,,6165,-5.28,0.4121316147,,,,,,,,,,,,,,3362,-6.69,0.1041117105,,,,,,,,,,,,,,8060,-4.94,-0.1315655762,,4333,-1.26,0.5046786106
,,,,4004,-8.19,0.7968078656,,,,,,,,,,,,,,,,,,6169,-5.31,0.3529811855,,,,,,,,,,,,,,3365,-6.64,0.2508525692,,,,,,,,,,,,,,8061,-4.51,0.7110570617,,4336,-1.25,0.5266839547
,,,,4007,-8.2,0.7891567714,,,,,,,,,,,,,,,,,,6172,-5.49,-0.0019213896,,,,,,,,,,,,,,3368,-6.62,0.3095489126,,,,,,,,,,,,,,8062,-4.77,0.2015643039,,4338,-1.29,0.4386625783
,,,,4010,-8.07,0.8886209955,,,,,,,,,,,,,,,,,,6176,-5.44,0.0966626591,,,,,,,,,,,,,,3371,-6.61,0.3388970844,,,,,,,,,,,,,,8062,-4.85,0.0447973015,,4342,-1.26,0.5046786106
,,,,4013,-8.12,0.8503655247,,,,,,,,,,,,,,,,,,6180,-5.52,-0.0610718187,,,,,,,,,,,,,,3374,-6.6,0.3682452561,,,,,,,,,,,,,,8064,-5.19,-0.6214624587,,4346,-1.2,0.6367106751
,,,,4016,-8.07,0.8886209955,,,,,,,,,,,,,,,,,,6184,-5.69,-0.3962575841,,,,,,,,,,,,,,3377,-6.6,0.3682452561,,,,,,,,,,,,,,8065,-4.69,0.3583313063,,4348,-1.36,0.2846251696
,,,,4018,-8.17,0.8121100539,,,,,,,,,,,,,,,,,,6188,-5.43,0.1163794688,,,,,,,,,,,,,,3380,-6.66,0.1921562257,,,,,,,,,,,,,,8065,-4.66,0.4171189322,,4351,-1.23,0.5706946429
,,,,4021,-8.08,0.8809699013,,,,,,,,,,,,,,,,,,6191,-5.47,0.0375122299,,,,,,,,,,,,,,3383,-6.71,0.045415367,,,,,,,,,,,,,,8066,-4.65,0.4367148075,,4354,-1.19,0.6587160192
,,,,4024,-8.14,0.8350633364,,,,,,,,,,,,,,,,,,6195,-5.4,0.175529898,,,,,,,,,,,,,,3386,-6.77,-0.1306736634,,,,,,,,,,,,,,8066,-4.83,0.0839890521,,4357,-1.24,0.5486892988
,,,,4027,-8.23,0.766203489,,,,,,,,,,,,,,,,,,6199,-5.58,-0.1793726771,,,,,,,,,,,,,,3389,-6.8,-0.2187181786,,,,,,,,,,,,,,8067,-5.02,-0.2883325786,,4359,-1.17,0.7027267074
,,,,4030,-8.26,0.7432502065,,,,,,,,,,,,,,,,,,6203,-5.58,-0.1793726771,,,,,,,,,,,,,,3392,-6.83,-0.3067626938,,,,,,,,,,,,,,8067,-5.28,-0.7978253365,,4362,-1.32,0.372646546
,,,,4033,-8.25,0.7509013006,,,,,,,,,,,,,,,,,,6207,-5.34,0.2938307563,,,,,,,,,,,,,,3395,-6.86,-0.394807209,,,,,,,,,,,,,,8068,-5.46,-1.1505510919,,4365,-1.34,0.3286358578
,,,,4036,-8.26,0.7432502065,,,,,,,,,,,,,,,,,,6210,-5.16,0.6487333314,,,,,,,,,,,,,,3398,-6.89,-0.4828517242,,,,,,,,,,,,,,8069,-5.3,-0.8370170871,,4369,-1.44,0.1085824169
,,,,4039,-8.19,0.7968078656,,,,,,,,,,,,,,,,,,6214,-5.57,-0.1596558674,,,,,,,,,,,,,,3401,-6.85,-0.3654590373,,,,,,,,,,,,,,8069,-4.84,0.0643931768,,4372,-1.61,-0.2655084327
,,,,4042,-8.26,0.7432502065,,,,,,,,,,,,,,,,,,6218,-5.68,-0.3765407744,,,,,,,,,,,,,,3404,-6.82,-0.2774145221,,,,,,,,,,,,,,8070,-4.61,0.5150983087,,4376,-1.47,0.0425663846
,,,,4045,-8.27,0.7355991123,,,,,,,,,,,,,,,,,,6222,-5.61,-0.2385231063,,,,,,,,,,,,,,3407,-6.78,-0.1600218351,,,,,,,,,,,,,,8070,-4.7,0.338735431,,4379,-1.35,0.3066305137
,,,,4048,-8.22,0.7738545831,,,,,,,,,,,,,,,,,,6226,-5.71,-0.4356912035,,,,,,,,,,,,,,3410,-6.76,-0.1013254917,,,,,,,,,,,,,,8071,-4.61,0.5150983087,,4383,-1.38,0.2406144815
,,,,4051,-8.13,0.8427144305,,,,,,,,,,,,,,,,,,6229,-5.55,-0.1202222479,,,,,,,,,,,,,,3413,-6.75,-0.0719773199,,,,,,,,,,,,,,8071,-4.36,1.0049951912,,4386,-1.46,0.0645717287
,,,,4054,-7.96,0.9727830312,,,,,,,,,,,,,,,,,,6233,-5.29,0.3924148049,,,,,,,,,,,,,,3416,-6.73,-0.0132809764,,,,,,,,,,,,,,8072,-4.45,0.8286323135,,4389,-1.57,-0.1774870563
,,,,4056,-8.06,0.8962720896,,,,,,,,,,,,,,,,,,6237,-5.35,0.2741139466,,,,,,,,,,,,,,3419,-6.72,0.0160671953,,,,,,,,,,,,,,8073,-4.2,1.318529196,,4393,-1.63,-0.3095191209
,,,,4059,-8.02,0.9268764663,,,,,,,,,,,,,,,,,,6241,-5.25,0.4712820438,,,,,,,,,,,,,,3422,-6.78,-0.1600218351,,,,,,,,,,,,,,8073,-4.49,0.7502488123,,4398,-1.5,-0.0234496477
,,,,4062,-8.17,0.8121100539,,,,,,,,,,,,,,,,,,6245,-5.54,-0.1005054382,,,,,,,,,,,,,,3425,-6.85,-0.3654590373,,,,,,,,,,,,,,8074,-4.66,0.4171189322,,4402,-1.62,-0.2875137768
,,,,4065,-8.35,0.674390359,,,,,,,,,,,,,,,,,,6248,-5.43,0.1163794688,,,,,,,,,,,,,,3428,-6.91,-0.5415480677,,,,,,,,,,,,,,8074,-4.86,0.0252014262,,4405,-1.51,-0.0454549917
,,,,4068,-8.11,0.8580166189,,,,,,,,,,,,,,,,,,6252,-5.25,0.4712820438,,,,,,,,,,,,,,3431,-6.92,-0.5708962394,,,,,,,,,,,,,,8075,-5.06,-0.3667160798,,4409,-1.48,0.0205610405
,,,,4071,-7.99,0.9498297488,,,,,,,,,,,,,,,,,,6256,-5.67,-0.3568239646,,,,,,,,,,,,,,3434,-6.83,-0.3067626938,,,,,,,,,,,,,,8075,-4.78,0.1819684286,,4412,-1.3,0.4166572342
,,,,4074,-7.98,0.9574808429,,,,,,,,,,,,,,,,,,6260,-5.5,-0.0216381993,,,,,,,,,,,,,,3437,-6.74,-0.0426291482,,,,,,,,,,,,,,8076,-4.57,0.5934818099,,4416,-1.3,0.4166572342
,,,,4085,-8.12,0.8503655247,,,,,,,,,,,,,,,,,,6264,-5.49,-0.0019213896,,,,,,,,,,,,,,3440,-6.65,0.2215043974,,,,,,,,,,,,,,8076,-4.95,-0.1511614515,,4419,-1.53,-0.0894656799
,,,,4096,-8,0.9421786546,,,,,,,,,,,,,,,,,,6267,-5.54,-0.1005054382,,,,,,,,,,,,,,3443,-6.62,0.3095489126,,,,,,,,,,,,,,8077,-4.65,0.4367148075,,4422,-1.19,0.6587160192
,,,,4106,-7.98,0.9574808429,,,,,,,,,,,,,,,,,,6273,-5.2,0.5698660925,,,,,,,,,,,,,,3446,-6.61,0.3388970844,,,,,,,,,,,,,,8078,-4.45,0.8286323135,,4426,-1.3,0.4166572342
,,,,4117,-7.96,0.9727830312,,,,,,,,,,,,,,,,,,6278,-5.55,-0.1202222479,,,,,,,,,,,,,,3448,-6.6,0.3682452561,,,,,,,,,,,,,,8078,-4.74,0.2603519298,,4429,-1.02,1.0328068688
,,,,4128,-8.02,0.9268764663,,,,,,,,,,,,,,,,,,6284,-5.71,-0.4356912035,,,,,,,,,,,,,,3451,-6.59,0.3975934278,,,,,,,,,,,,,,8079,-4.76,0.2211601792,,4432,-0.78,1.560935127
,,,,4139,-8.08,0.8809699013,,,,,,,,,,,,,,,,,,6289,-5.66,-0.3371071549,,,,,,,,,,,,,,3454,-6.55,0.5149861148,,,,,,,,,,,,,,8079,-4.39,0.9462075653,,4435,-0.88,1.3408816861
,,,,4149,-8.12,0.8503655247,,,,,,,,,,,,,,,,,,6295,-5.63,-0.2779567257,,,,,,,,,,,,,,3457,-6.52,0.60303063,,,,,,,,,,,,,,8080,-4.47,0.7894405629,,4438,-0.95,1.1868442774
,,,,4160,-8.05,0.9039231838,,,,,,,,,,,,,,,,,,6300,-5.41,0.1558130882,,,,,,,,,,,,,,3460,-6.49,0.6910751452,,,,,,,,,,,,,,8080,-4.92,-0.0923738256,,4442,-1.02,1.0328068688
,,,,4171,-8.11,0.8580166189,,,,,,,,,,,,,,,,,,6306,-5.41,0.1558130882,,,,,,,,,,,,,,3463,-6.49,0.6910751452,,,,,,,,,,,,,,8081,-5.13,-0.5038872069,,4446,-1.07,0.9227801483
,,,,4182,-8.09,0.8733188072,,,,,,,,,,,,,,,,,,6311,-5.78,-0.5737088716,,,,,,,,,,,,,,3466,-6.55,0.5149861148,,,,,,,,,,,,,,8082,-5.18,-0.6018665834,,4450,-0.93,1.2308549656
,,,,4192,-8.13,0.8427144305,,,,,,,,,,,,,,,,,,6317,-5.61,-0.2385231063,,,,,,,,,,,,,,3469,-6.61,0.3388970844,,,,,,,,,,,,,,8082,-5.21,-0.6606542093,,4453,-0.93,1.2308549656
,,,,4203,-8.22,0.7738545831,,,,,,,,,,,,,,,,,,6322,-5.54,-0.1005054382,,,,,,,,,,,,,,3472,-6.67,0.162808054,,,,,,,,,,,,,,8083,-4.99,-0.2295449527,,4456,-1.28,0.4606679224
,,,,4214,-8.16,0.8197611481,,,,,,,,,,,,,,,,,,6328,-5.64,-0.2976735355,,,,,,,,,,,,,,3475,-6.67,0.162808054,,,,,,,,,,,,,,8083,-5.19,-0.6214624587,,4459,-0.87,1.3628870302
,,,,4225,-8.19,0.7968078656,,,,,,,,,,,,,,,,,,6333,-5.76,-0.5342752522,,,,,,,,,,,,,,3478,-6.66,0.1921562257,,,,,,,,,,,,,,8084,-4.92,-0.0923738256,,4463,-1.1,0.8567641161
,,,,4235,-8.18,0.8044589597,,,,,,,,,,,,,,,,,,6339,-5.68,-0.3765407744,,,,,,,,,,,,,,3481,-6.64,0.2508525692,,,,,,,,,,,,,,8084,-5.18,-0.6018665834,,4466,-1.14,0.7687427397
,,,,4246,-8.21,0.7815056773,,,,,,,,,,,,,,,,,,6344,-5.47,0.0375122299,,,,,,,,,,,,,,3484,-6.63,0.2802007409,,,,,,,,,,,,,,8085,-5.11,-0.4646954563,,4470,-1.21,0.614705331
,,,,4257,-8.23,0.766203489,,,,,,,,,,,,,,,,,,6350,-5.52,-0.0610718187,,,,,,,,,,,,,,3487,-6.62,0.3095489126,,,,,,,,,,,,,,8086,-4.72,0.2995436804,,4473,-1.07,0.9227801483
,,,,4268,-8.27,0.7355991123,,,,,,,,,,,,,,,,,,6355,-5.61,-0.2385231063,,,,,,,,,,,,,,3490,-6.61,0.3388970844,,,,,,,,,,,,,,8086,-4.39,0.9462075653,,4477,-1.07,0.9227801483
,,,,4278,-8.29,0.720296924,,,,,,,,,,,,,,,,,,6361,-5.66,-0.3371071549,,,,,,,,,,,,,,3493,-6.6,0.3682452561,,,,,,,,,,,,,,8087,-4.44,0.8482281888,,4481,-1.07,0.9227801483
,,,,4289,-8.22,0.7738545831,,,,,,,,,,,,,,,,,,6366,-5.6,-0.2188062966,,,,,,,,,,,,,,3496,-6.61,0.3388970844,,,,,,,,,,,,,,8087,-4.89,-0.0335861997,,4485,-1.27,0.4826732665
,,,,4300,-8.24,0.7585523948,,,,,,,,,,,,,,,,,,6372,-5.68,-0.3765407744,,,,,,,,,,,,,,3499,-6.67,0.162808054,,,,,,,,,,,,,,8088,-5.59,-1.4052974708,,4488,-1.29,0.4386625783
,,,,4311,-8.13,0.8427144305,,,,,,,,,,,,,,,,,,6377,-5.61,-0.2385231063,,,,,,,,,,,,,,3502,-6.73,-0.0132809764,,,,,,,,,,,,,,8088,-5.36,-0.9545923389,,4492,-1.28,0.4606679224
,,,,4321,-8.11,0.8580166189,,,,,,,,,,,,,,,,,,6383,-5.59,-0.1990894868,,,,,,,,,,,,,,3505,-6.79,-0.1893700069,,,,,,,,,,,,,,8089,-5.39,-1.0133799648,,4496,-1.38,0.2406144815
,,,,4332,-8.15,0.8274122422,,,,,,,,,,,,,,,,,,6388,-5.78,-0.5737088716,,,,,,,,,,,,,,3508,-6.81,-0.2480663503,,,,,,,,,,,,,,8089,-4.99,-0.2295449527,,4499,-0.96,1.1648389334
,,,,4343,-8.06,0.8962720896,,,,,,,,,,,,,,,,,,6394,-5.61,-0.2385231063,,,,,,,,,,,,,,3511,-6.79,-0.1893700069,,,,,,,,,,,,,,8090,-4.66,0.4171189322,,4505,-1.44,0.1085824169
,,,,4354,-8.14,0.8350633364,,,,,,,,,,,,,,,,,,6399,-5.63,-0.2779567257,,,,,,,,,,,,,,3514,-6.77,-0.1306736634,,,,,,,,,,,,,,8091,-4.69,0.3583313063,,4509,-1.58,-0.1994924004
,,,,4364,-8.14,0.8350633364,,,,,,,,,,,,,,,,,,6405,-5.63,-0.2779567257,,,,,,,,,,,,,,3517,-6.75,-0.0719773199,,,,,,,,,,,,,,8091,-4.69,0.3583313063,,4512,-1.47,0.0425663846
,,,,4375,-8.09,0.8733188072,,,,,,,,,,,,,,,,,,6410,-5.57,-0.1596558674,,,,,,,,,,,,,,3520,-6.79,-0.1893700069,,,,,,,,,,,,,,8092,-4.77,0.2015643039,,4516,-1.14,0.7687427397
,,,,4386,-8.18,0.8044589597,,,,,,,,,,,,,,,,,,6416,-5.82,-0.6525761105,,,,,,,,,,,,,,3523,-6.84,-0.3361108655,,,,,,,,,,,,,,8092,-4.52,0.6914611864,,4528,-1.29,0.4386625783
,,,,4397,-8.1,0.865667713,,,,,,,,,,,,,,,,,,6421,-5.7,-0.4159743938,,,,,,,,,,,,,,3526,-6.88,-0.4535035525,,,,,,,,,,,,,,8093,-5.05,-0.3471202045,,4533,-1.44,0.1085824169
,,,,4407,-8.18,0.8044589597,,,,,,,,,,,,,,,,,,6427,-5.82,-0.6525761105,,,,,,,,,,,,,,3529,-6.93,-0.6002444111,,,,,,,,,,,,,,8093,-5.17,-0.5822707081,,4536,-1.52,-0.0674603358
,,,,4418,-8.25,0.7509013006,,,,,,,,,,,,,,,,,,6432,-5.59,-0.1990894868,,,,,,,,,,,,,,3532,-6.9,-0.5121998959,,,,,,,,,,,,,,8094,-5.37,-0.9741882142,,4540,-1.55,-0.1334763681
,,,,4429,-8.13,0.8427144305,,,,,,,,,,,,,,,,,,6438,-5.89,-0.7905937786,,,,,,,,,,,,,,3535,-6.87,-0.4241553807,,,,,,,,,,,,,,8095,-4.77,0.2015643039,,4543,-1.59,-0.2214977445
,,,,4440,-8.13,0.8427144305,,,,,,,,,,,,,,,,,,6443,-5.78,-0.5737088716,,,,,,,,,,,,,,3538,-6.83,-0.3067626938,,,,,,,,,,,,,,8095,-4.42,0.8874199394,,4546,-1.69,-0.4415511854
,,,,4450,-8.11,0.8580166189,,,,,,,,,,,,,,,,,,6449,-5.65,-0.3173903452,,,,,,,,,,,,,,3541,-6.82,-0.2774145221,,,,,,,,,,,,,,8096,-4.51,0.7110570617,,4550,-1.6,-0.2435030886
,,,,4461,-8.06,0.8962720896,,,,,,,,,,,,,,,,,,6454,-5.73,-0.475124823,,,,,,,,,,,,,,3544,-6.86,-0.394807209,,,,,,,,,,,,,,8096,-4.97,-0.1903532021,,4553,-1.47,0.0425663846
,,,,4472,-8.11,0.8580166189,,,,,,,,,,,,,,,,,,6460,-5.64,-0.2976735355,,,,,,,,,,,,,,3547,-6.9,-0.5121998959,,,,,,,,,,,,,,8097,-4.95,-0.1511614515,,4558,-1.35,0.3066305137
,,,,4483,-8.13,0.8427144305,,,,,,,,,,,,,,,,,,6465,-5.61,-0.2385231063,,,,,,,,,,,,,,3550,-6.95,-0.6589407546,,,,,,,,,,,,,,8097,-4.86,0.0252014262,,4560,-1.44,0.1085824169
,,,,4493,-8.23,0.766203489,,,,,,,,,,,,,,,,,,6471,-5.67,-0.3568239646,,,,,,,,,,,,,,3553,-6.99,-0.7763334416,,,,,,,,,,,,,,8098,-4.99,-0.2295449527,,4565,-1.52,-0.0674603358
,,,,4504,-8.19,0.7968078656,,,,,,,,,,,,,,,,,,6476,-5.62,-0.258239916,,,,,,,,,,,,,,3556,-7.03,-0.8937261285,,,,,,,,,,,,,,8098,-5.35,-0.9349964636,,4568,-1.27,0.4826732665
,,,,4511,-8.15,0.8274122422,,,,,,,,,,,,,,,,,,6482,-5.64,-0.2976735355,,,,,,,,,,,,,,3559,-7.08,-1.0404669872,,,,,,,,,,,,,,8099,-4.13,1.4557003231,,4571,-1.32,0.372646546
,,,,4517,-8.1,0.865667713,,,,,,,,,,,,,,,,,,6487,-5.92,-0.8497442078,,,,,,,,,,,,,,3562,-7.12,-1.1578596741,,,,,,,,,,,,,,8100,-3.88,1.9455972056,,4576,-1.45,0.0865770728
,,,,4524,-8.03,0.9192253721,,,,,,,,,,,,,,,,,,6493,-5.95,-0.9088946369,,,,,,,,,,,,,,3565,-7.1,-1.0991633306,,,,,,,,,,,,,,8100,-3.87,1.9651930809,,4580,-1.49,-0.0014443036
,,,,4531,-7.99,0.9498297488,,,,,,,,,,,,,,,,,,6498,-5.92,-0.8497442078,,,,,,,,,,,,,,3568,-7.05,-0.952422472,,,,,,,,,,,,,,8101,-4.26,1.2009539442,,4584,-1.37,0.2626198256
,,,,4538,-8.05,0.9039231838,,,,,,,,,,,,,,,,,,6503,-5.65,-0.3173903452,,,,,,,,,,,,,,3571,-6.99,-0.7763334416,,,,,,,,,,,,,,8101,-4.68,0.3779271816,,4588,-1.42,0.1525931051
,,,,4544,-8.14,0.8350633364,,,,,,,,,,,,,,,,,,6507,-5.62,-0.258239916,,,,,,,,,,,,,,3574,-6.93,-0.6002444111,,,,,,,,,,,,,,8102,-4.79,0.1623725533,,4592,-1.28,0.4606679224
,,,,4551,-8.2,0.7891567714,,,,,,,,,,,,,,,,,,6512,-5.63,-0.2779567257,,,,,,,,,,,,,,3577,-6.88,-0.4535035525,,,,,,,,,,,,,,8102,-4.66,0.4171189322,,4596,-0.98,1.1208282452
,,,,4558,-8.08,0.8809699013,,,,,,,,,,,,,,,,,,6516,-5.75,-0.5145584424,,,,,,,,,,,,,,3580,-6.82,-0.2774145221,,,,,,,,,,,,,,8103,-4.75,0.2407560545,,4599,-1.05,0.9667908365
,,,,4565,-8.21,0.7815056773,,,,,,,,,,,,,,,,,,6521,-5.88,-0.7708769689,,,,,,,,,,,,,,3583,-6.76,-0.1013254917,,,,,,,,,,,,,,8104,-4.81,0.1231808027,,4603,-0.78,1.560935127
,,,,4571,-8.23,0.766203489,,,,,,,,,,,,,,,,,,6525,-5.72,-0.4554080133,,,,,,,,,,,,,,3586,-6.71,0.045415367,,,,,,,,,,,,,,8104,-4.62,0.4955024334,,4606,-1.03,1.0108015247
,,,,4578,-8.14,0.8350633364,,,,,,,,,,,,,,,,,,6530,-5.65,-0.3173903452,,,,,,,,,,,,,,3589,-6.74,-0.0426291482,,,,,,,,,,,,,,8105,-4.81,0.1231808027,,4611,-1.22,0.5926999869
,,,,4585,-8.22,0.7738545831,,,,,,,,,,,,,,,,,,6534,-5.71,-0.4356912035,,,,,,,,,,,,,,3592,-6.78,-0.1600218351,,,,,,,,,,,,,,8105,-4.57,0.5934818099,,4615,-1.28,0.4606679224
,,,,4592,-8.17,0.8121100539,,,,,,,,,,,,,,,,,,6539,-5.68,-0.3765407744,,,,,,,,,,,,,,3595,-6.82,-0.2774145221,,,,,,,,,,,,,,8106,-4.3,1.122570443,,4620,-1.22,0.5926999869
,,,,4598,-8.29,0.720296924,,,,,,,,,,,,,,,,,,6543,-5.75,-0.5145584424,,,,,,,,,,,,,,3597,-6.86,-0.394807209,,,,,,,,,,,,,,8106,-4.1,1.514487949,,4623,-1.48,0.0205610405
,,,,4605,-8.36,0.6667392649,,,,,,,,,,,,,,,,,,6548,-5.81,-0.6328593008,,,,,,,,,,,,,,3600,-6.85,-0.3654590373,,,,,,,,,,,,,,8107,-4.34,1.0441869418,,4629,-1.13,0.7907480838
,,,,4612,-8.33,0.6896925474,,,,,,,,,,,,,,,,,,6552,-5.6,-0.2188062966,,,,,,,,,,,,,,3603,-6.85,-0.3654590373,,,,,,,,,,,,,,8108,-4.42,0.8874199394,,4633,-1.38,0.2406144815
,,,,4618,-8.35,0.674390359,,,,,,,,,,,,,,,,,,6556,-5.77,-0.5539920619,,,,,,,,,,,,,,3606,-6.84,-0.3361108655,,,,,,,,,,,,,,8108,-4.06,1.5928714502,,4637,-1.36,0.2846251696
,,,,4625,-8.12,0.8503655247,,,,,,,,,,,,,,,,,,6561,-5.86,-0.7314433494,,,,,,,,,,,,,,3609,-6.83,-0.3067626938,,,,,,,,,,,,,,8109,-4.01,1.6908508267,,4642,-1.67,-0.3975404972
,,,,4632,-8.21,0.7815056773,,,,,,,,,,,,,,,,,,6565,-6,-1.0074786856,,,,,,,,,,,,,,3612,-6.85,-0.3654590373,,,,,,,,,,,,,,8109,-4.22,1.2793374454,,4647,-1.53,-0.0894656799
,,,,4639,-8.18,0.8044589597,,,,,,,,,,,,,,,,,,6570,-5.67,-0.3568239646,,,,,,,,,,,,,,3615,-6.87,-0.4241553807,,,,,,,,,,,,,,8110,-4.73,0.2799478051,,4651,-1.55,-0.1334763681
,,,,4645,-8.2,0.7891567714,,,,,,,,,,,,,,,,,,6574,-5.76,-0.5342752522,,,,,,,,,,,,,,3618,-6.89,-0.4828517242,,,,,,,,,,,,,,8110,-5.28,-0.7978253365,,4656,-1.32,0.372646546
,,,,4652,-8.22,0.7738545831,,,,,,,,,,,,,,,,,,6579,-5.69,-0.3962575841,,,,,,,,,,,,,,3621,-6.91,-0.5415480677,,,,,,,,,,,,,,8111,-4.9,-0.053182075,,4660,-1.11,0.834758772
,,,,4659,-8.35,0.674390359,,,,,,,,,,,,,,,,,,6583,-5.58,-0.1793726771,,,,,,,,,,,,,,3624,-6.89,-0.4828517242,,,,,,,,,,,,,,8111,-5.09,-0.4255037057,,4666,-1.19,0.6587160192
,,,,4666,-8.27,0.7355991123,,,,,,,,,,,,,,,,,,6588,-5.89,-0.7905937786,,,,,,,,,,,,,,3627,-6.86,-0.394807209,,,,,,,,,,,,,,8112,-5.02,-0.2883325786,,4670,-0.89,1.318876342
,,,,4672,-8.27,0.7355991123,,,,,,,,,,,,,,,,,,6592,-5.71,-0.4356912035,,,,,,,,,,,,,,3630,-6.83,-0.3067626938,,,,,,,,,,,,,,8113,-5.13,-0.5038872069,,4673,-1.28,0.4606679224
,,,,4679,-8.24,0.7585523948,,,,,,,,,,,,,,,,,,6597,-5.71,-0.4356912035,,,,,,,,,,,,,,3633,-6.8,-0.2187181786,,,,,,,,,,,,,,8113,-4.93,-0.1119697009,,4679,-1.07,0.9227801483
,,,,4686,-8.25,0.7509013006,,,,,,,,,,,,,,,,,,6601,-5.74,-0.4948416327,,,,,,,,,,,,,,3636,-6.79,-0.1893700069,,,,,,,,,,,,,,8114,-4.99,-0.2295449527,,4683,-1.13,0.7907480838
,,,,4693,-8.2,0.7891567714,,,,,,,,,,,,,,,,,,6606,-5.71,-0.4356912035,,,,,,,,,,,,,,3639,-6.8,-0.2187181786,,,,,,,,,,,,,,8114,-5.14,-0.5234830822,,4687,-1.21,0.614705331
,,,,4699,-8.31,0.7049947357,,,,,,,,,,,,,,,,,,6610,-5.71,-0.4356912035,,,,,,,,,,,,,,3642,-6.8,-0.2187181786,,,,,,,,,,,,,,8115,-4.64,0.4563106828,,4691,-1.23,0.5706946429
,,,,4706,-8.3,0.7126458298,,,,,,,,,,,,,,,,,,6614,-5.72,-0.4554080133,,,,,,,,,,,,,,3645,-6.81,-0.2480663503,,,,,,,,,,,,,,8115,-4.1,1.514487949,,4696,-1.33,0.3506412019
,,,,4724,-8.32,0.6973436415,,,,,,,,,,,,,,,,,,6619,-5.63,-0.2779567257,,,,,,,,,,,,,,3648,-6.81,-0.2480663503,,,,,,,,,,,,,,8116,-4.78,0.1819684286,,4701,-1.42,0.1525931051
,,,,4742,-8.21,0.7815056773,,,,,,,,,,,,,,,,,,6623,-5.79,-0.5934256813,,,,,,,,,,,,,,3651,-6.82,-0.2774145221,,,,,,,,,,,,,,8117,-4.55,0.6326735605,,4705,-0.72,1.6929671916
,,,,4761,-8.26,0.7432502065,,,,,,,,,,,,,,,,,,6628,-5.79,-0.5934256813,,,,,,,,,,,,,,3654,-6.82,-0.2774145221,,,,,,,,,,,,,,8117,-5.53,-1.287722219,,4711,-1.01,1.0548122129
,,,,4779,-8.22,0.7738545831,,,,,,,,,,,,,,,,,,6632,-6.08,-1.1652131634,,,,,,,,,,,,,,3657,-6.83,-0.3067626938,,,,,,,,,,,,,,8118,-5.75,-1.7188314756,,4715,-1.32,0.372646546
