BP,Lake_Gölhisar ,z_score,,BP,Sofular_cave ,z_score,,BP,Eski_Acıgöl,z_score,,BP,Dim_cave,z_score,,BP,Karaca_cave,z_score,,BP,Lake_Van,z_score,,BP,Jeita_cave,z_score,,BP,Lake_Hula,z_score,,BP,Jerusalem_West_cave,z_score,,BP,Soreq_cave,z_score,,BP,KunaBa_cave,z_score,,BP,Lake_Zeribar,z_score,,BP,Lake_Mirabad,z_score,,BP,Gol_e_Zard_cave,z_score,,BP,Hoti_cave,z_score,,BP,Qunf_cave,z_score
,,,,6002,-7.92,1.0033874079,,,,,,,,,,,,,,,,,,7351,-6.11,-1.2243635926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9127,-4.31,1.1029745677,,5551,-1.94,-0.9916847877
,,,,6013,-7.95,0.9804341254,,,,,,,,,,,,,,,,,,7355,-5.85,-0.7117265397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9130,-4.84,0.0643931768,,5553,-1.83,-0.7496260027
,,,,6024,-7.97,0.9651319371,,,,,,,,,,,,,,,,,,7360,-5.82,-0.6525761105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9133,-4.85,0.0447973015,,5559,-2.22,-1.6078344223
,,,,6035,-7.95,0.9804341254,,,,,,,,,,,,,,,,,,7365,-5.55,-0.1202222479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9136,-4.8,0.142776678,,5565,-2.02,-1.1677275405
,,,,6046,-7.87,1.0416428787,,,,,,,,,,,,,,,,,,7369,-5.77,-0.5539920619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9138,-4.88,-0.0139903244,,5573,-2.01,-1.1457221964
,,,,6057,-8,0.9421786546,,,,,,,,,,,,,,,,,,7374,-5.64,-0.2976735355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9141,-3.82,2.0631724574,,5577,-1.44,0.1085824169
,,,,6068,-7.98,0.9574808429,,,,,,,,,,,,,,,,,,7378,-5.82,-0.6525761105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9144,-4.51,0.7110570617,,5583,-1.2,0.6367106751
,,,,6079,-8.04,0.911574278,,,,,,,,,,,,,,,,,,7383,-5.84,-0.69200973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9147,-4.44,0.8482281888,,5589,-1.74,-0.5515779059
,,,,6090,-7.99,0.9498297488,,,,,,,,,,,,,,,,,,7387,-5.95,-0.9088946369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9150,-4.33,1.0637828171,,5595,-1.64,-0.3315244649
,,,,6101,-7.97,0.9651319371,,,,,,,,,,,,,,,,,,7392,-5.48,0.0177954202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9152,-4.34,1.0441869418,,5602,-1.6,-0.2435030886
,,,,6112,-7.87,1.0416428787,,,,,,,,,,,,,,,,,,7397,-5.6,-0.2188062966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9155,-4.01,1.6908508267,,5609,-1.8,-0.6836099704
,,,,6124,-8,0.9421786546,,,,,,,,,,,,,,,,,,7401,-5.75,-0.5145584424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9158,-4.5,0.730652937,,5612,-1.56,-0.1554817122
,,,,6135,-8.04,0.911574278,,,,,,,,,,,,,,,,,,7406,-5.81,-0.6328593008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9161,-4.03,1.6516590761,,5619,-1.41,0.1745984492
,,,,6146,-7.99,0.9498297488,,,,,,,,,,,,,,,,,,7410,-5.73,-0.475124823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9164,-3.88,1.9455972056,,5624,-1.29,0.4386625783
,,,,6157,-8.3,0.7126458298,,,,,,,,,,,,,,,,,,7415,-5.96,-0.9286114467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9166,-4.27,1.1813580689,,5632,-1.52,-0.0674603358
,,,,6168,-8.35,0.674390359,,,,,,,,,,,,,,,,,,7419,-5.66,-0.3371071549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9169,-4.5,0.730652937,,5638,-1.39,0.2186091374
,,,,6179,-8.28,0.7279480182,,,,,,,,,,,,,,,,,,7424,-5.67,-0.3568239646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9172,-4.04,1.6320632008,,5644,-1.34,0.3286358578
,,,,6190,-8.3,0.7126458298,,,,,,,,,,,,,,,,,,7429,-5.82,-0.6525761105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9175,-4.43,0.8678240641,,5653,-1.25,0.5266839547
,,,,6201,-8.28,0.7279480182,,,,,,,,,,,,,,,,,,7433,-5.95,-0.9088946369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9178,-3.94,1.8280219538,,5659,-1.56,-0.1554817122
,,,,6212,-8.29,0.720296924,,,,,,,,,,,,,,,,,,7438,-5.87,-0.7511601591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9180,-3.85,2.0043848315,,5665,-1.4,0.1966037933
,,,,6223,-8.45,0.5978794175,,,,,,,,,,,,,,,,,,7442,-5.98,-0.9680450661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9183,-4.2,1.318529196,,5671,-1.27,0.4826732665
,,,,6234,-8.31,0.7049947357,,,,,,,,,,,,,,,,,,7447,-5.99,-0.9877618759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9186,-4.66,0.4171189322,,5673,-1.62,-0.2875137768
,,,,6246,-8.3,0.7126458298,,,,,,,,,,,,,,,,,,7452,-6.09,-1.1849299731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9189,-4.65,0.4367148075,,5680,-1.56,-0.1554817122
,,,,6257,-8.36,0.6667392649,,,,,,,,,,,,,,,,,,7456,-6.06,-1.1257795439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9192,-4.42,0.8874199394,,5687,-1.53,-0.0894656799
,,,,6268,-8.62,0.4678108168,,,,,,,,,,,,,,,,,,7461,-6.06,-1.1257795439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9194,-3.85,2.0043848315,,5693,-1.44,0.1085824169
,,,,6279,-8.56,0.5137173817,,,,,,,,,,,,,,,,,,7465,-5.96,-0.9286114467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9197,-4.66,0.4171189322,,5698,-1.45,0.0865770728
,,,,6290,-8.56,0.5137173817,,,,,,,,,,,,,,,,,,7470,-6.03,-1.0666291148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9200,-5.17,-0.5822707081,,5705,-1.65,-0.353529809
,,,,6301,-8.61,0.4754619109,,,,,,,,,,,,,,,,,,7474,-6.07,-1.1454963537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9203,-4.42,0.8874199394,,5712,-1.69,-0.4415511854
,,,,6306,-8.63,0.4601597226,,,,,,,,,,,,,,,,,,7479,-6.12,-1.2440804023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9206,-4.73,0.2799478051,,5718,-1.95,-1.0136901318
,,,,6310,-8.77,0.3530444044,,,,,,,,,,,,,,,,,,7484,-5.76,-0.5342752522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9208,-4.68,0.3779271816,,5724,-1.83,-0.7496260027
,,,,6315,-8.76,0.3606954985,,,,,,,,,,,,,,,,,,7488,-5.84,-0.69200973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9211,-4.73,0.2799478051,,5731,-1.53,-0.0894656799
,,,,6320,-8.72,0.3912998752,,,,,,,,,,,,,,,,,,7493,-5.78,-0.5737088716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9214,-5.23,-0.6998459599,,5737,-1.58,-0.1994924004
,,,,6324,-8.9,0.2535801803,,,,,,,,,,,,,,,,,,7497,-5.85,-0.7117265397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9217,-5.34,-0.9154005883,,5743,-1.74,-0.5515779059
,,,,6329,-8.9,0.2535801803,,,,,,,,,,,,,,,,,,7502,-5.74,-0.4948416327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9220,-5.9,-2.0127696051,,5752,-1.94,-0.9916847877
,,,,6334,-8.85,0.2918356511,,,,,,,,,,,,,,,,,,7506,-5.96,-0.9286114467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9222,-5.54,-1.3073180943,,5761,-1.73,-0.5295725618
,,,,6338,-8.67,0.429555346,,,,,,,,,,,,,,,,,,7511,-5.92,-0.8497442078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9225,-5.59,-1.4052974708,,5768,-1.69,-0.4415511854
,,,,6343,-8.17,0.8121100539,,,,,,,,,,,,,,,,,,7516,-6.01,-1.0271954953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9228,-5.96,-2.1303448569,,5775,-1.62,-0.2875137768
,,,,6347,-7.67,1.1946647618,,,,,,,,,,,,,,,,,,7525,-5.69,-0.3962575841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9231,-4.7,0.338735431,,5782,-1.76,-0.5955885941
,,,,6352,-8.57,0.5060662876,,,,,,,,,,,,,,,,,,7534,-5.79,-0.5934256813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9234,-5,-0.249140828,,5789,-1.71,-0.4855618736
,,,,6357,-8.52,0.5443217584,,,,,,,,,,,,,,,,,,7544,-5.97,-0.9483282564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9236,-4.34,1.0441869418,,5797,-1.46,0.0645717287
,,,,6361,-8.5,0.5596239467,,,,,,,,,,,,,,,,,,7553,-6.04,-1.0863459245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9239,-5.04,-0.3275243292,,5805,-1.43,0.130587761
,,,,6366,-8.47,0.5825772291,,,,,,,,,,,,,,,,,,7562,-5.76,-0.5342752522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9242,-4.73,0.2799478051,,5808,-0.99,1.0988229011
,,,,6371,-8.37,0.6590881707,,,,,,,,,,,,,,,,,,7572,-5.74,-0.4948416327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9245,-4.72,0.2995436804,,5817,-0.86,1.3848923743
,,,,6375,-8.34,0.6820414532,,,,,,,,,,,,,,,,,,7581,-5.73,-0.475124823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9248,-4.74,0.2603519298,,5824,-1.88,-0.8596527232
,,,,6380,-8.35,0.674390359,,,,,,,,,,,,,,,,,,7590,-5.77,-0.5539920619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9250,-4.71,0.3191395557,,5830,-2.05,-1.2337435727
,,,,6385,-8.36,0.6667392649,,,,,,,,,,,,,,,,,,7600,-5.68,-0.3765407744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9253,-4.61,0.5150983087,,5836,-2.07,-1.2777542609
,,,,6389,-8.46,0.5902283233,,,,,,,,,,,,,,,,,,7609,-5.6,-0.2188062966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9256,-4.86,0.0252014262,,5845,-2.13,-1.4097863255
,,,,6394,-8.15,0.8274122422,,,,,,,,,,,,,,,,,,7619,-6,-1.0074786856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9259,-4.6,0.534694184,,5853,-1.84,-0.7716313468
,,,,6399,-8.34,0.6820414532,,,,,,,,,,,,,,,,,,7628,-6.01,-1.0271954953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9262,-4.7,0.338735431,,5858,-1.57,-0.1774870563
,,,,6403,-8.38,0.6514370766,,,,,,,,,,,,,,,,,,7637,-6.04,-1.0863459245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9264,-5.39,-1.0133799648,,5866,-1.81,-0.7056153145
,,,,6408,-8.48,0.574926135,,,,,,,,,,,,,,,,,,7647,-6.21,-1.4215316898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9267,-5.29,-0.8174212118,,5877,-1.87,-0.8376473791
,,,,6412,-8.35,0.674390359,,,,,,,,,,,,,,,,,,7656,-6.18,-1.3623812606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9270,-4.94,-0.1315655762,,5882,-1.9,-0.9036634114
,,,,6417,-8.18,0.8044589597,,,,,,,,,,,,,,,,,,7665,-6.32,-1.6384165968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9273,-4.6,0.534694184,,5889,-2.18,-1.5198130459
,,,,6422,-8.35,0.674390359,,,,,,,,,,,,,,,,,,7675,-6.06,-1.1257795439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9276,-4.56,0.6130776852,,5897,-2,-1.1237168523
,,,,6426,-8.32,0.6973436415,,,,,,,,,,,,,,,,,,7684,-6.2,-1.4018148801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9278,-4.77,0.2015643039,,5906,-1.92,-0.9476740995
,,,,6431,-8.41,0.6284837941,,,,,,,,,,,,,,,,,,7693,-5.95,-0.9088946369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9281,-4.85,0.0447973015,,5913,-1.97,-1.05770082
,,,,6436,-8.31,0.7049947357,,,,,,,,,,,,,,,,,,7703,-6.2,-1.4018148801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9284,-5.16,-0.5626748328,,5921,-2.08,-1.299759605
,,,,6440,-8.33,0.6896925474,,,,,,,,,,,,,,,,,,7712,-5.97,-0.9483282564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9287,-5.05,-0.3471202045,,5928,-2.23,-1.6298397664
,,,,6445,-8.33,0.6896925474,,,,,,,,,,,,,,,,,,7722,-6.21,-1.4215316898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9290,-4.89,-0.0335861997,,5934,-1.97,-1.05770082
,,,,6450,-8.46,0.5902283233,,,,,,,,,,,,,,,,,,7731,-5.81,-0.6328593008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9292,-4.93,-0.1119697009,,5941,-1.89,-0.8816580673
,,,,6454,-8.49,0.5672750408,,,,,,,,,,,,,,,,,,7734,-6.02,-1.046912305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9295,-5.19,-0.6214624587,,5947,-1.71,-0.4855618736
,,,,6459,-8.57,0.5060662876,,,,,,,,,,,,,,,,,,7737,-5.88,-0.7708769689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9298,-4.79,0.1623725533,,5954,-1.97,-1.05770082
,,,,6464,-8.54,0.52901957,,,,,,,,,,,,,,,,,,7741,-5.88,-0.7708769689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9301,-4.56,0.6130776852,,5961,-1.78,-0.6395992822
,,,,6468,-8.55,0.5213684759,,,,,,,,,,,,,,,,,,7744,-6.02,-1.046912305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9304,-4.7,0.338735431,,5969,-1.88,-0.8596527232
,,,,6473,-8.65,0.4448575343,,,,,,,,,,,,,,,,,,7747,-6.09,-1.1849299731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9306,-4.46,0.8090364382,,5977,-1.75,-0.57358325
,,,,6477,-8.49,0.5672750408,,,,,,,,,,,,,,,,,,7750,-5.99,-0.9877618759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9309,-4.68,0.3779271816,,5983,-2.16,-1.4758023578
,,,,6482,-8.42,0.6208326999,,,,,,,,,,,,,,,,,,7753,-6.03,-1.0666291148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9312,-4.68,0.3779271816,,5992,-1.98,-1.0797061641
,,,,6487,-8.43,0.6131816058,,,,,,,,,,,,,,,,,,7757,-6.18,-1.3623812606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9315,-4.39,0.9462075653,,5999,-1.92,-0.9476740995
,,,,6491,-8.58,0.4984151934,,,,,,,,,,,,,,,,,,7760,-6.2,-1.4018148801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9318,-5.13,-0.5038872069,,6010,-1.9,-0.9036634114
,,,,6496,-8.73,0.383648781,,,,,,,,,,,,,,,,,,7763,-6,-1.0074786856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9320,-5.28,-0.7978253365,,6017,-1.88,-0.8596527232
,,,,6501,-8.73,0.383648781,,,,,,,,,,,,,,,,,,7766,-5.96,-0.9286114467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9323,-4.51,0.7110570617,,6024,-1.62,-0.2875137768
,,,,6505,-8.44,0.6055305116,,,,,,,,,,,,,,,,,,7770,-6.1,-1.2046467828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9326,-4.87,0.0056055509,,6033,-1.73,-0.5295725618
,,,,6510,-8.49,0.5672750408,,,,,,,,,,,,,,,,,,7773,-5.89,-0.7905937786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9329,-4.78,0.1819684286,,6041,-2.02,-1.1677275405
,,,,6515,-8.5,0.5596239467,,,,,,,,,,,,,,,,,,7776,-6,-1.0074786856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9332,-4.77,0.2015643039,,6047,-2.09,-1.3217649491
,,,,6519,-8.59,0.4907640992,,,,,,,,,,,,,,,,,,7779,-6.1,-1.2046467828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9334,-4.37,0.9853993159,,6056,-1.89,-0.8816580673
,,,,6524,-8.63,0.4601597226,,,,,,,,,,,,,,,,,,7782,-6.16,-1.3229476412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9337,-3.83,2.0435765821,,6064,-2.14,-1.4317916696
,,,,6529,-8.72,0.3912998752,,,,,,,,,,,,,,,,,,7786,-5.99,-0.9877618759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9340,-4.08,1.5536796996,,6071,-1.57,-0.1774870563
,,,,6533,-8.54,0.52901957,,,,,,,,,,,,,,,,,,7789,-6.1,-1.2046467828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9343,-4.68,0.3779271816,,6079,-1.8,-0.6836099704
,,,,6538,-8.35,0.674390359,,,,,,,,,,,,,,,,,,7792,-5.97,-0.9483282564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9346,-4.46,0.8090364382,,6086,-2.08,-1.299759605
,,,,6542,-8.27,0.7355991123,,,,,,,,,,,,,,,,,,7795,-6.04,-1.0863459245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9348,-4.68,0.3779271816,,6092,-2,-1.1237168523
,,,,6547,-8.33,0.6896925474,,,,,,,,,,,,,,,,,,7799,-6.08,-1.1652131634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9351,-4.68,0.3779271816,,6102,-2,-1.1237168523
,,,,6552,-8.34,0.6820414532,,,,,,,,,,,,,,,,,,7802,-6.13,-1.263797212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9354,-4.66,0.4171189322,,6109,-1.47,0.0425663846
,,,,6556,-8.22,0.7738545831,,,,,,,,,,,,,,,,,,7805,-5.93,-0.8694610175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9357,-5.06,-0.3667160798,,6119,-1.6,-0.2435030886
,,,,6561,-8.31,0.7049947357,,,,,,,,,,,,,,,,,,7808,-5.92,-0.8497442078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9360,-4.41,0.9070158147,,6127,-1.78,-0.6395992822
,,,,6566,-8.29,0.720296924,,,,,,,,,,,,,,,,,,7811,-5.79,-0.5934256813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9362,-5.21,-0.6606542093,,6135,-1.43,0.130587761
,,,,6570,-8.27,0.7355991123,,,,,,,,,,,,,,,,,,7815,-5.84,-0.69200973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9365,-4.88,-0.0139903244,,6144,-1.4,0.1966037933
,,,,6575,-8.35,0.674390359,,,,,,,,,,,,,,,,,,7818,-5.91,-0.830027398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9368,-4.21,1.2989333207,,6152,-1.61,-0.2655084327
,,,,6580,-8.32,0.6973436415,,,,,,,,,,,,,,,,,,7821,-5.98,-0.9680450661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9371,-4.65,0.4367148075,,6160,-1.86,-0.815642035
,,,,6584,-8.34,0.6820414532,,,,,,,,,,,,,,,,,,7824,-5.91,-0.830027398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9374,-4.88,-0.0139903244,,6167,-2.13,-1.4097863255
,,,,6589,-8.42,0.6208326999,,,,,,,,,,,,,,,,,,7828,-5.91,-0.830027398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9376,-4.88,-0.0139903244,,6177,-1.63,-0.3095191209
,,,,6594,-8.47,0.5825772291,,,,,,,,,,,,,,,,,,7831,-5.95,-0.9088946369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9379,-4.45,0.8286323135,,6188,-1.48,0.0205610405
,,,,6598,-8.32,0.6973436415,,,,,,,,,,,,,,,,,,7834,-6.13,-1.263797212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9382,-4.67,0.3975230569,,6197,-1.52,-0.0674603358
,,,,6603,-8.44,0.6055305116,,,,,,,,,,,,,,,,,,7837,-6.15,-1.3032308315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9385,-5.06,-0.3667160798,,6204,-1.52,-0.0674603358
,,,,6607,-8.5,0.5596239467,,,,,,,,,,,,,,,,,,7846,-6.04,-1.0863459245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9388,-4.91,-0.0727779503,,6215,-1.63,-0.3095191209
,,,,6612,-8.47,0.5825772291,,,,,,,,,,,,,,,,,,7855,-6.26,-1.5201157384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9390,-5.08,-0.4059078304,,6220,-1.84,-0.7716313468
,,,,6617,-8.47,0.5825772291,,,,,,,,,,,,,,,,,,7863,-6.07,-1.1454963537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9393,-5.6,-1.4248933461,,6230,-0.77,1.5829404711
,,,,6621,-8.28,0.7279480182,,,,,,,,,,,,,,,,,,7872,-6.11,-1.2243635926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9396,-4.84,0.0643931768,,6238,-0.78,1.560935127
,,,,6626,-8.45,0.5978794175,,,,,,,,,,,,,,,,,,7881,-6.06,-1.1257795439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9399,-5.11,-0.4646954563,,6247,-1.34,0.3286358578
,,,,6631,-8.49,0.5672750408,,,,,,,,,,,,,,,,,,7890,-6.31,-1.6186997871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9402,-5.09,-0.4255037057,,6257,-1.96,-1.0356954759
,,,,6635,-8.45,0.5978794175,,,,,,,,,,,,,,,,,,7898,-6.29,-1.5792661676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9404,-5.12,-0.4842913316,,6264,-1.47,0.0425663846
,,,,6640,-8.51,0.5519728525,,,,,,,,,,,,,,,,,,7907,-6.43,-1.8553015038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9407,-4.95,-0.1511614515,,6273,-1.11,0.834758772
,,,,6645,-8.7,0.4066020635,,,,,,,,,,,,,,,,,,7916,-6.31,-1.6186997871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9410,-4.22,1.2793374454,,6279,-1.37,0.2626198256
,,,,6649,-8.47,0.5825772291,,,,,,,,,,,,,,,,,,7924,-6.41,-1.8158678843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9413,-4.92,-0.0923738256,,6288,-1.26,0.5046786106
,,,,6654,-8.38,0.6514370766,,,,,,,,,,,,,,,,,,7933,-6.4,-1.7961510746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9416,-4.97,-0.1903532021,,6297,-1.4,0.1966037933
,,,,6659,-8.22,0.7738545831,,,,,,,,,,,,,,,,,,7942,-6.28,-1.5595493579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9418,-5.02,-0.2883325786,,6306,-1.03,1.0108015247
,,,,6663,-8.36,0.6667392649,,,,,,,,,,,,,,,,,,7951,-6.19,-1.3820980704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9421,-4.86,0.0252014262,,6314,-1.02,1.0328068688
,,,,6668,-8.23,0.766203489,,,,,,,,,,,,,,,,,,7959,-6.35,-1.697567026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9424,-4.65,0.4367148075,,6320,-1.24,0.5486892988
,,,,6672,-8.21,0.7815056773,,,,,,,,,,,,,,,,,,7968,-6.3,-1.5989829773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9427,-4.59,0.5542900593,,6326,-1.38,0.2406144815
,,,,6677,-8.33,0.6896925474,,,,,,,,,,,,,,,,,,7977,-6.29,-1.5792661676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9430,-4.94,-0.1315655762,,6333,-0.8,1.5169244388
,,,,6682,-8.43,0.6131816058,,,,,,,,,,,,,,,,,,7986,-6.33,-1.6581334065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9432,-4.43,0.8678240641,,6343,-1.64,-0.3315244649
,,,,6686,-8.62,0.4678108168,,,,,,,,,,,,,,,,,,7994,-6.56,-2.1116200302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9435,-4.31,1.1029745677,,6353,-2.03,-1.1897328846
,,,,6691,-8.43,0.6131816058,,,,,,,,,,,,,,,,,,8003,-6.33,-1.6581334065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9438,-4.61,0.5150983087,,6358,-1.89,-0.8816580673
,,,,6696,-8.52,0.5443217584,,,,,,,,,,,,,,,,,,8012,-6.44,-1.8750183135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9441,-4.48,0.7698446876,,6366,-1.63,-0.3095191209
,,,,6700,-8.53,0.5366706642,,,,,,,,,,,,,,,,,,8020,-6.38,-1.7567174552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9444,-4.14,1.4361044478,,6374,-1.84,-0.7716313468
,,,,6705,-8.56,0.5137173817,,,,,,,,,,,,,,,,,,8029,-6.36,-1.7172838357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9446,-4.07,1.5732755749,,6383,-1.69,-0.4415511854
,,,,6710,-8.55,0.5213684759,,,,,,,,,,,,,,,,,,8038,-6.31,-1.6186997871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9449,-3.85,2.0043848315,,6393,-1.43,0.130587761
,,,,6714,-8.4,0.6361348883,,,,,,,,,,,,,,,,,,8047,-6.32,-1.6384165968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9452,-4.39,0.9462075653,,6400,-1.62,-0.2875137768
,,,,6719,-8.55,0.5213684759,,,,,,,,,,,,,,,,,,8055,-6.02,-1.046912305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9455,-4.35,1.0245910665,,6409,-1.8,-0.6836099704
,,,,6724,-8.53,0.5366706642,,,,,,,,,,,,,,,,,,8064,-6.2,-1.4018148801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9458,-3.74,2.2199394598,,6416,-1.71,-0.4855618736
,,,,6728,-8.53,0.5366706642,,,,,,,,,,,,,,,,,,8071,-6.03,-1.0666291148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9460,-4.23,1.2597415701,,6425,-1.68,-0.4195458413
,,,,6733,-8.53,0.5366706642,,,,,,,,,,,,,,,,,,8078,-6,-1.0074786856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9463,-4.26,1.2009539442,,6434,-1.58,-0.1994924004
,,,,6737,-8.48,0.574926135,,,,,,,,,,,,,,,,,,8085,-6.07,-1.1454963537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9466,-4.13,1.4557003231,,6442,-1.6,-0.2435030886
